survey_id,customer_key,survey_date,nps_score,category,comment
2514,6483,2025-05-17,8,Produkt,
2515,8801,2025-02-09,8,Installation,Hat etwas gedauert
2516,818,2025-03-26,6,Kundenservice,
2517,5004,2025-08-02,7,Gesamtzufriedenheit,
2518,3025,2025-11-19,1,Produkt,
2519,8370,2024-09-26,1,Kundenservice,
2520,1871,2024-12-03,2,Produkt,Qualität mangelhaft
2521,6591,2025-03-28,4,App & Digital,
2522,12963,2024-07-04,8,Gesamtzufriedenheit,
2523,2262,2025-01-09,8,Kundenservice,
2524,7100,2024-04-19,6,Preis-Leistung,Nicht transparent
2525,3637,2025-03-26,8,Preis-Leistung,
2526,15702,2025-07-07,5,Installation,
2527,5591,2025-01-14,10,Preis-Leistung,
2528,2276,2024-02-06,8,Installation,Hat etwas gedauert
2529,10365,2024-12-04,5,Kundenservice,Beschwerde ignoriert
2530,3054,2024-10-30,9,App & Digital,Verbrauch immer im Blick
2531,5551,2025-08-23,10,Produkt,Wallbox perfekt installiert
2532,6796,2025-04-02,3,Preis-Leistung,Preiserhöhung nicht akzeptabel
2533,704,2024-12-11,10,Gesamtzufriedenheit,
2534,1194,2025-06-14,2,Kundenservice,
2535,10601,2024-06-05,9,App & Digital,Übersichtliches Portal
2536,17086,2025-03-15,7,Gesamtzufriedenheit,Nichts Besonderes
2537,2034,2025-06-29,10,Installation,
2538,19138,2024-04-19,10,App & Digital,
2539,18463,2024-03-03,8,Preis-Leistung,Preis ist okay
2540,9731,2024-09-05,9,Gesamtzufriedenheit,Sehr zufrieden mit EPOWER
2541,206,2025-05-20,9,Produkt,
2542,4944,2024-05-10,9,Installation,Handwerker sehr professionell
2543,18869,2025-07-01,10,App & Digital,App funktioniert super
2544,9434,2025-10-03,9,Preis-Leistung,Preis stimmt
2545,7222,2025-04-14,9,Preis-Leistung,
2546,3519,2024-01-09,8,Kundenservice,
2547,8972,2025-02-21,3,Kundenservice,
2548,14935,2025-04-14,4,Preis-Leistung,Preiserhöhung nicht akzeptabel
2549,8629,2024-02-25,9,Kundenservice,Schnelle Hilfe erhalten
2550,14529,2024-09-05,7,Kundenservice,
2551,13216,2025-07-23,0,Gesamtzufriedenheit,Bin enttäuscht
2552,6694,2025-10-04,4,Preis-Leistung,Zu teuer
2553,14173,2025-11-16,7,Installation,
2554,8073,2024-02-02,0,Kundenservice,Keine Lösung erhalten
2555,2126,2024-01-20,8,Kundenservice,Service war in Ordnung
2556,1134,2024-12-12,7,Produkt,Leistung könnte besser sein
2557,2503,2024-09-17,4,Installation,Unsaubere Arbeit
2558,19214,2024-01-13,7,Gesamtzufriedenheit,
2559,11456,2024-09-17,9,Installation,Schnell und sauber
2560,17932,2025-05-22,6,Produkt,
2561,10413,2025-09-28,9,Installation,
2562,3556,2025-05-26,9,Kundenservice,
2563,13804,2025-04-16,6,Kundenservice,
2564,10989,2025-08-28,1,Preis-Leistung,
2565,8910,2025-07-06,10,Kundenservice,
2566,12992,2024-10-25,9,Installation,Handwerker sehr professionell
2567,14797,2024-03-30,4,Gesamtzufriedenheit,
2568,11821,2024-06-10,9,Produkt,Wallbox perfekt installiert
2569,10141,2025-08-26,9,Gesamtzufriedenheit,Top Anbieter
2570,18327,2024-03-14,5,Preis-Leistung,Zu teuer
2571,2231,2025-11-28,9,App & Digital,Einfache Bedienung
2572,15109,2024-07-16,9,Produkt,
2573,994,2025-05-13,1,Gesamtzufriedenheit,
2574,17878,2024-04-24,10,Gesamtzufriedenheit,
2575,15150,2024-09-30,8,Produkt,
2576,16766,2024-01-09,4,Kundenservice,Niemand erreichbar
2577,4311,2025-04-14,8,Installation,Kleine Verzögerung
2578,2579,2024-03-11,7,Kundenservice,Musste mehrfach anrufen
2579,17437,2025-05-21,10,Produkt,
2580,15887,2025-08-30,7,Preis-Leistung,
2581,4238,2025-01-15,5,Produkt,Defekt nach kurzer Zeit
2582,10099,2025-06-03,1,Preis-Leistung,Nicht transparent
2583,227,2025-10-04,9,App & Digital,Übersichtliches Portal
2584,958,2025-08-21,10,Installation,
2585,6633,2024-07-09,5,Kundenservice,Unfreundlich am Telefon
2586,8805,2025-06-18,1,Preis-Leistung,
2587,1311,2025-10-07,0,Preis-Leistung,Preiserhöhung nicht akzeptabel
2588,13763,2024-04-18,10,Gesamtzufriedenheit,Sehr zufrieden mit EPOWER
2589,12086,2025-09-26,9,Produkt,Wärmepumpe spart enorm
2590,3610,2025-01-04,6,Kundenservice,
2591,19560,2025-03-04,9,Preis-Leistung,Gutes Preis-Leistungs-Verhältnis
2592,3512,2025-10-13,7,Kundenservice,
2593,16320,2025-04-23,1,Kundenservice,
2594,11170,2025-12-21,6,Kundenservice,Unfreundlich am Telefon
2595,18476,2024-04-11,9,Gesamtzufriedenheit,Sehr zufrieden mit EPOWER
2596,7973,2024-05-21,2,Kundenservice,Niemand erreichbar
2597,16488,2025-05-11,10,App & Digital,App funktioniert super
2598,9638,2025-02-20,8,Installation,
2599,16611,2024-12-27,1,Kundenservice,Niemand erreichbar
2600,16071,2024-09-01,6,Preis-Leistung,Nicht transparent
2601,8140,2025-01-08,6,Produkt,Defekt nach kurzer Zeit
2602,18303,2024-08-16,1,Kundenservice,Beschwerde ignoriert
2603,15275,2025-07-12,5,Produkt,
2604,8340,2024-06-21,5,Produkt,
2605,2208,2025-01-07,9,Installation,
2606,15771,2024-11-07,9,Preis-Leistung,Preis stimmt
2607,1879,2025-10-16,4,Gesamtzufriedenheit,Würde nicht erneut wählen
2608,17981,2024-11-13,1,Installation,
2609,17547,2024-10-14,10,Gesamtzufriedenheit,
2610,13794,2025-02-07,3,Produkt,Qualität mangelhaft
2611,7921,2025-06-29,6,Kundenservice,
2612,6940,2025-08-23,7,Gesamtzufriedenheit,
2613,5919,2024-01-16,8,Kundenservice,Musste mehrfach anrufen
2614,18649,2025-11-22,9,Gesamtzufriedenheit,Top Anbieter
2615,7861,2024-08-28,10,Produkt,
2616,2930,2024-02-17,9,Installation,Termingerecht fertig
2617,6964,2025-12-31,1,Gesamtzufriedenheit,
2618,18407,2025-08-17,8,Produkt,
2619,2645,2025-07-05,2,Installation,Unsaubere Arbeit
2620,8384,2024-03-25,7,Preis-Leistung,
2621,11628,2024-01-16,1,Installation,
2622,15831,2024-02-15,6,Produkt,Qualität mangelhaft
2623,4785,2024-03-20,1,Gesamtzufriedenheit,Würde nicht erneut wählen
2624,13280,2025-06-05,8,Gesamtzufriedenheit,Nichts Besonderes
2625,11072,2025-01-12,9,Preis-Leistung,Fairer Preis
2626,17160,2025-09-04,9,Produkt,Wärmepumpe spart enorm
2627,8277,2024-04-09,10,Gesamtzufriedenheit,Kann ich nur weiterempfehlen
2628,10393,2024-02-06,6,Produkt,Qualität mangelhaft
2629,15254,2025-02-23,10,Preis-Leistung,
2630,17544,2025-01-14,6,Gesamtzufriedenheit,Schlechte Erfahrung
2631,3736,2024-08-06,10,Installation,Termingerecht fertig
2632,8129,2024-10-01,4,Kundenservice,Beschwerde ignoriert
2633,12944,2024-03-06,10,Preis-Leistung,Fairer Preis
2634,9510,2025-03-24,9,Produkt,
2635,7527,2024-01-01,8,Kundenservice,Lange Wartezeit am Telefon
2636,5895,2024-01-16,7,Preis-Leistung,Etwas teuer
2637,10619,2025-02-07,6,App & Digital,
2638,10215,2024-12-17,8,Installation,Hat etwas gedauert
2639,6680,2025-04-27,9,Gesamtzufriedenheit,Alles bestens
2640,16707,2025-08-16,7,Gesamtzufriedenheit,Nichts Besonderes
2641,12249,2024-03-18,9,Produkt,Wallbox perfekt installiert
2642,4108,2025-06-11,3,Kundenservice,Unfreundlich am Telefon
2643,5408,2024-10-21,8,Kundenservice,Lange Wartezeit am Telefon
2644,3171,2024-06-03,7,Kundenservice,Musste mehrfach anrufen
2645,15152,2025-09-12,8,Produkt,Ganz okay
2646,18807,2025-09-22,7,Installation,
2647,580,2025-11-24,8,Installation,Kleine Verzögerung
2648,1468,2025-04-30,7,Preis-Leistung,
2649,4777,2024-05-27,8,Kundenservice,Lange Wartezeit am Telefon
2650,19301,2024-08-30,10,Kundenservice,
2651,3855,2024-03-27,4,Gesamtzufriedenheit,Bin enttäuscht
2652,11361,2024-08-26,9,Kundenservice,Schnelle Hilfe erhalten
2653,9123,2025-12-03,5,App & Digital,
2654,8708,2025-02-19,4,Gesamtzufriedenheit,
2655,11579,2024-07-20,6,Kundenservice,Niemand erreichbar
2656,14007,2025-12-03,7,Kundenservice,Musste mehrfach anrufen
2657,1453,2024-12-12,9,App & Digital,Übersichtliches Portal
2658,4671,2025-04-22,8,Kundenservice,
2659,15494,2025-07-20,10,Produkt,Smart Meter sehr nützlich
2660,9107,2025-05-19,10,Preis-Leistung,Gutes Preis-Leistungs-Verhältnis
2661,9025,2024-02-20,7,Gesamtzufriedenheit,Könnte besser sein
2662,6385,2024-03-08,8,Installation,"War okay, nichts Besonderes"
2663,17810,2025-03-22,1,App & Digital,Keine Echtzeit-Daten
2664,18639,2024-05-10,10,Kundenservice,
2665,7400,2025-05-17,7,Preis-Leistung,Etwas teuer
2666,17096,2025-11-18,10,App & Digital,
2667,13441,2024-03-21,9,Preis-Leistung,
2668,15394,2024-08-10,7,Gesamtzufriedenheit,
2669,5023,2024-03-04,10,App & Digital,Übersichtliches Portal
2670,19625,2025-10-03,5,Preis-Leistung,
2671,6500,2024-01-17,9,Kundenservice,Kompetente Beratung
2672,2735,2025-04-30,7,Gesamtzufriedenheit,
2673,12532,2024-11-02,8,Produkt,
2674,6366,2024-11-12,4,Gesamtzufriedenheit,
2675,10685,2024-04-22,6,Preis-Leistung,Nicht transparent
2676,13922,2024-10-29,9,Kundenservice,Schnelle Hilfe erhalten
2677,13380,2025-03-14,3,Preis-Leistung,Nicht transparent
2678,1991,2025-01-03,5,Produkt,Störungen häufig
2679,19051,2025-11-28,10,Gesamtzufriedenheit,Alles bestens
2680,5362,2024-11-14,0,Installation,
2681,19283,2025-02-02,10,Installation,
2682,18719,2024-08-27,9,App & Digital,
2683,9894,2025-12-29,5,Kundenservice,
2684,10400,2025-01-27,1,Gesamtzufriedenheit,Würde nicht erneut wählen
2685,15600,2024-02-25,7,Installation,
2686,14361,2024-11-04,5,Kundenservice,Unfreundlich am Telefon
2687,1373,2024-07-26,7,Installation,Kleine Verzögerung
2688,5951,2024-08-26,5,Produkt,
2689,11369,2024-04-10,10,Produkt,
2690,15478,2024-09-27,10,Preis-Leistung,Gutes Preis-Leistungs-Verhältnis
2691,19217,2024-07-02,7,Gesamtzufriedenheit,
2692,18858,2025-01-16,7,Kundenservice,Lange Wartezeit am Telefon
2693,569,2025-09-29,9,Produkt,Smart Meter sehr nützlich
2694,10721,2024-12-13,9,Kundenservice,Kompetente Beratung
2695,14735,2025-04-27,4,Installation,Chaos bei der Installation
2696,5579,2025-02-17,6,Installation,
2697,5633,2025-04-16,10,Gesamtzufriedenheit,Alles bestens
2698,10361,2024-03-02,6,Kundenservice,Niemand erreichbar
2699,13966,2025-02-10,0,App & Digital,
2700,18358,2024-12-10,7,Gesamtzufriedenheit,Nichts Besonderes
2701,2357,2025-08-06,9,Kundenservice,Problemlos gelöst
2702,7859,2025-11-02,8,Kundenservice,Musste mehrfach anrufen
2703,1868,2025-01-04,3,Installation,
2704,13764,2024-11-07,9,Kundenservice,
2705,14897,2025-08-19,8,App & Digital,
2706,11473,2024-02-16,7,Preis-Leistung,
2707,5495,2025-07-08,8,Preis-Leistung,Preis ist okay
2708,777,2024-01-13,10,Installation,Schnell und sauber
2709,19229,2025-03-23,4,Gesamtzufriedenheit,
2710,7555,2024-04-24,4,Produkt,Defekt nach kurzer Zeit
2711,6971,2024-04-14,7,App & Digital,
2712,12823,2025-01-18,10,Installation,Handwerker sehr professionell
2713,3767,2025-12-04,1,App & Digital,
2714,6326,2025-04-09,8,Gesamtzufriedenheit,Könnte besser sein
2715,4291,2025-04-26,7,App & Digital,Design veraltet
2716,6284,2025-04-10,10,App & Digital,
2717,11540,2024-02-08,10,Preis-Leistung,Gutes Preis-Leistungs-Verhältnis
2718,5413,2024-12-16,9,Kundenservice,Kompetente Beratung
2719,13457,2025-09-22,5,Preis-Leistung,Zu teuer
2720,13179,2024-05-04,7,App & Digital,App stürzt manchmal ab
2721,18199,2025-08-27,9,Installation,
2722,18079,2024-08-07,9,Produkt,Wallbox perfekt installiert
2723,10770,2024-06-15,10,App & Digital,
2724,12302,2025-05-07,10,Installation,
2725,6786,2024-07-01,9,Preis-Leistung,
2726,4932,2024-07-11,9,Preis-Leistung,Günstiger als erwartet
2727,10653,2025-04-27,9,Preis-Leistung,
2728,13271,2024-03-07,10,Installation,Handwerker sehr professionell
2729,16584,2024-08-22,10,Produkt,
2730,19576,2025-01-17,10,Preis-Leistung,
2731,17699,2024-07-03,9,Installation,Installation top organisiert
2732,4399,2025-05-04,9,Gesamtzufriedenheit,Top Anbieter
2733,2425,2024-12-14,0,Preis-Leistung,Versteckte Kosten
2734,9365,2024-03-18,8,Produkt,Leistung könnte besser sein
2735,14634,2024-03-29,0,Produkt,
2736,2237,2025-08-18,9,Gesamtzufriedenheit,Kann ich nur weiterempfehlen
2737,17089,2025-07-06,9,Installation,Handwerker sehr professionell
2738,4690,2025-06-14,8,Installation,
2739,12880,2024-11-15,8,Kundenservice,
2740,7855,2025-01-17,7,Preis-Leistung,
2741,17328,2025-09-17,10,Produkt,
2742,14248,2024-03-04,8,App & Digital,
2743,7882,2025-11-13,8,Gesamtzufriedenheit,
2744,11989,2024-12-25,8,Installation,"War okay, nichts Besonderes"
2745,19250,2025-01-16,4,App & Digital,Sehr langsam
2746,11602,2024-10-28,4,Installation,
2747,17674,2025-10-31,10,Installation,Schnell und sauber
2748,4657,2025-10-21,7,Gesamtzufriedenheit,Durchschnittlich
2749,8513,2024-09-17,7,Kundenservice,
2750,75,2024-04-03,5,Produkt,
2751,11707,2025-11-03,4,Gesamtzufriedenheit,Schlechte Erfahrung
2752,1141,2024-11-28,7,Produkt,Leistung könnte besser sein
2753,14020,2024-01-13,8,Installation,
2754,10731,2025-08-08,8,Gesamtzufriedenheit,
2755,6954,2025-12-10,10,Installation,Termingerecht fertig
2756,3137,2024-09-14,4,Kundenservice,
2757,11248,2025-04-19,0,Gesamtzufriedenheit,
2758,2396,2024-04-21,8,Kundenservice,Service war in Ordnung
2759,1687,2024-01-11,9,Preis-Leistung,Fairer Preis
2760,18172,2025-10-08,5,Kundenservice,
2761,7701,2024-01-04,5,App & Digital,Sehr langsam
2762,15285,2025-04-19,1,Installation,
2763,12165,2025-07-09,6,Kundenservice,Unfreundlich am Telefon
2764,289,2024-05-02,4,Installation,Chaos bei der Installation
2765,14437,2024-05-09,9,Kundenservice,Schnelle Hilfe erhalten
2766,17094,2025-07-27,7,Preis-Leistung,Preis ist okay
2767,2390,2025-09-14,10,Gesamtzufriedenheit,Alles bestens
2768,18254,2025-01-11,0,Installation,Termin dreimal verschoben
2769,17407,2024-05-13,5,Produkt,Störungen häufig
2770,16204,2025-01-05,8,Gesamtzufriedenheit,Nichts Besonderes
2771,18033,2025-07-28,0,Kundenservice,
2772,19010,2024-05-14,9,App & Digital,Übersichtliches Portal
2773,14615,2024-02-02,9,Kundenservice,
2774,4463,2024-05-08,7,Kundenservice,Service war in Ordnung
2775,15533,2025-03-24,1,Kundenservice,Unfreundlich am Telefon
2776,4223,2025-02-23,6,Preis-Leistung,Zu teuer
2777,2519,2025-11-13,6,Installation,Nachbesserung nötig
2778,17742,2025-11-16,0,Gesamtzufriedenheit,Erwartungen nicht erfüllt
2779,1911,2024-01-13,7,Produkt,
2780,16036,2024-09-07,8,App & Digital,
2781,16357,2024-12-26,6,Preis-Leistung,
2782,15987,2024-10-28,8,Preis-Leistung,
2783,7589,2024-07-27,10,Preis-Leistung,Fairer Preis
2784,5705,2024-11-17,10,App & Digital,Einfache Bedienung
2785,16864,2024-04-14,7,Preis-Leistung,Preis ist okay
2786,13791,2025-07-08,4,Gesamtzufriedenheit,
2787,1068,2025-07-08,7,Preis-Leistung,Etwas teuer
2788,12541,2025-05-10,9,Kundenservice,
2789,2608,2025-12-12,9,Produkt,Wärmepumpe spart enorm
2790,2133,2025-06-09,8,Kundenservice,Service war in Ordnung
2791,877,2024-10-29,3,Preis-Leistung,
2792,14038,2024-10-14,9,App & Digital,
2793,14451,2025-04-17,4,Produkt,Störungen häufig
2794,6547,2024-12-17,7,Kundenservice,Lange Wartezeit am Telefon
2795,9498,2024-06-24,8,App & Digital,Design veraltet
2796,7354,2025-01-30,1,Preis-Leistung,
2797,9482,2025-04-28,8,Produkt,Ganz okay
2798,18759,2024-05-21,10,Installation,
2799,209,2024-02-08,4,Kundenservice,Beschwerde ignoriert
2800,1006,2024-07-11,8,Preis-Leistung,Vergleichbar mit anderen
2801,12195,2024-08-25,0,Gesamtzufriedenheit,Erwartungen nicht erfüllt
2802,14831,2024-06-21,3,Installation,
2803,3803,2024-06-18,4,Produkt,Nicht wie versprochen
2804,1773,2024-09-03,9,Gesamtzufriedenheit,Kann ich nur weiterempfehlen
2805,7954,2024-06-28,8,Preis-Leistung,Vergleichbar mit anderen
2806,13857,2024-01-18,3,Gesamtzufriedenheit,Bin enttäuscht
2807,10398,2024-04-21,9,App & Digital,Übersichtliches Portal
2808,8957,2024-03-13,4,Gesamtzufriedenheit,Würde nicht erneut wählen
2809,6745,2024-07-09,8,Gesamtzufriedenheit,Könnte besser sein
2810,9336,2025-10-15,0,Gesamtzufriedenheit,Erwartungen nicht erfüllt
2811,19285,2024-06-13,6,Installation,Unsaubere Arbeit
2812,2428,2025-08-18,8,Kundenservice,Musste mehrfach anrufen
2813,6810,2024-11-09,6,Produkt,Störungen häufig
2814,10348,2024-03-09,10,Kundenservice,
2815,17973,2024-06-14,7,App & Digital,App stürzt manchmal ab
2816,7444,2024-10-08,10,Kundenservice,Kompetente Beratung
2817,14139,2024-11-27,5,Produkt,
2818,19354,2025-07-22,2,Preis-Leistung,
2819,19456,2024-08-05,1,Kundenservice,
2820,19235,2024-03-01,5,Gesamtzufriedenheit,Erwartungen nicht erfüllt
2821,6390,2024-06-12,9,Gesamtzufriedenheit,Rundum zufrieden
2822,6747,2024-02-02,4,Kundenservice,
2823,12337,2024-09-30,1,Gesamtzufriedenheit,
2824,18224,2024-04-20,7,App & Digital,App stürzt manchmal ab
2825,12687,2025-10-19,9,Kundenservice,Kompetente Beratung
2826,3887,2025-11-25,10,Gesamtzufriedenheit,Top Anbieter
2827,1287,2025-05-21,6,Gesamtzufriedenheit,Würde nicht erneut wählen
2828,18376,2025-05-05,4,Gesamtzufriedenheit,Würde nicht erneut wählen
2829,326,2024-03-22,5,Installation,
2830,10146,2024-11-04,9,Preis-Leistung,Fairer Preis
2831,13727,2024-11-09,10,Installation,Termingerecht fertig
2832,15421,2025-08-09,8,App & Digital,
2833,1946,2025-02-13,6,Produkt,Nicht wie versprochen
2834,1705,2024-07-24,8,Produkt,
2835,17250,2025-08-15,10,Gesamtzufriedenheit,
2836,10360,2024-05-18,9,Installation,Installation top organisiert
2837,150,2025-10-30,8,Installation,Kleine Verzögerung
2838,17020,2025-04-03,7,App & Digital,Funktioniert meistens
2839,9814,2024-04-15,7,App & Digital,
2840,2469,2024-11-13,9,App & Digital,Einfache Bedienung
2841,724,2024-07-27,6,Installation,Termin dreimal verschoben
2842,14733,2024-07-24,9,Installation,Installation top organisiert
2843,5529,2025-06-26,10,Installation,Termingerecht fertig
2844,14886,2025-06-11,8,Produkt,Ganz okay
2845,11110,2024-01-11,9,Gesamtzufriedenheit,
2846,483,2024-05-10,7,Gesamtzufriedenheit,Nichts Besonderes
2847,4464,2025-05-13,10,Installation,
2848,4872,2025-11-03,9,Kundenservice,Problemlos gelöst
2849,9997,2024-11-20,9,Gesamtzufriedenheit,Kann ich nur weiterempfehlen
2850,3521,2025-02-12,4,Kundenservice,
2851,2787,2025-08-28,2,Installation,Chaos bei der Installation
2852,3053,2025-09-02,7,Kundenservice,Lange Wartezeit am Telefon
2853,14887,2024-12-26,3,Kundenservice,
2854,13761,2024-07-17,9,Preis-Leistung,Preis stimmt
2855,446,2024-11-27,10,App & Digital,Einfache Bedienung
2856,16067,2025-07-06,6,App & Digital,Sehr langsam
2857,4981,2025-07-27,4,Kundenservice,Niemand erreichbar
2858,10022,2024-12-26,7,App & Digital,
2859,3996,2025-01-02,4,Installation,Nachbesserung nötig
2860,9606,2024-06-21,9,Produkt,
2861,4302,2024-07-11,7,Gesamtzufriedenheit,
2862,1123,2025-11-29,4,Installation,Unsaubere Arbeit
2863,1579,2025-09-05,7,Kundenservice,Musste mehrfach anrufen
2864,11853,2025-10-12,10,Preis-Leistung,
2865,8472,2024-05-25,8,Installation,Kleine Verzögerung
2866,949,2025-07-02,9,Gesamtzufriedenheit,
2867,19176,2024-03-16,8,Gesamtzufriedenheit,Könnte besser sein
2868,5247,2024-02-17,10,Preis-Leistung,Fairer Preis
2869,1927,2024-04-20,10,Produkt,Wallbox perfekt installiert
2870,266,2025-11-11,2,Preis-Leistung,Nicht transparent
2871,6826,2024-10-02,9,Installation,Handwerker sehr professionell
2872,141,2024-03-08,10,Kundenservice,Kompetente Beratung
2873,10587,2024-02-19,6,App & Digital,Login funktioniert nicht
2874,7636,2024-02-08,0,Installation,Unsaubere Arbeit
2875,18763,2025-09-18,5,Kundenservice,Unfreundlich am Telefon
2876,719,2025-08-25,8,Produkt,Leistung könnte besser sein
2877,15985,2025-03-31,6,Gesamtzufriedenheit,
2878,7728,2025-12-28,9,Installation,
2879,4278,2025-04-16,9,Preis-Leistung,Fairer Preis
2880,1409,2025-09-17,10,Kundenservice,Kompetente Beratung
2881,14688,2025-05-19,3,Gesamtzufriedenheit,Erwartungen nicht erfüllt
2882,6295,2025-01-02,9,Kundenservice,
2883,12706,2024-06-29,8,Preis-Leistung,
2884,1273,2024-08-27,5,Installation,
2885,15773,2024-06-04,9,Produkt,
2886,16750,2025-08-08,9,Preis-Leistung,
2887,15015,2024-11-08,0,Gesamtzufriedenheit,Erwartungen nicht erfüllt
2888,16348,2024-01-29,0,App & Digital,
2889,19495,2024-12-11,3,Preis-Leistung,Preiserhöhung nicht akzeptabel
2890,13174,2024-02-18,8,Produkt,Ganz okay
2891,7772,2025-07-18,6,Gesamtzufriedenheit,
2892,15479,2024-08-17,4,Preis-Leistung,
2893,18457,2025-08-30,10,Produkt,
2894,2299,2025-12-20,7,Installation,Hat etwas gedauert
2895,8857,2025-10-09,0,Installation,
2896,8396,2025-07-22,1,Gesamtzufriedenheit,
2897,8934,2025-11-29,7,Produkt,
2898,841,2025-05-22,10,App & Digital,
2899,7416,2024-11-15,0,Installation,Chaos bei der Installation
2900,2368,2025-09-15,6,App & Digital,
2901,7252,2024-10-17,10,Produkt,
2902,2204,2024-12-28,9,Kundenservice,
2903,6818,2024-11-23,8,Gesamtzufriedenheit,Im Großen und Ganzen okay
2904,5489,2025-03-21,10,Produkt,Wallbox perfekt installiert
2905,3525,2025-05-19,5,Produkt,Störungen häufig
2906,9775,2024-07-22,7,App & Digital,App stürzt manchmal ab
2907,15220,2024-10-25,5,Preis-Leistung,Nicht transparent
2908,2263,2025-12-21,8,Kundenservice,Service war in Ordnung
2909,12684,2025-01-28,8,Preis-Leistung,Vergleichbar mit anderen
2910,11024,2025-04-01,9,Kundenservice,
2911,5146,2024-11-05,8,Preis-Leistung,Vergleichbar mit anderen
2912,19179,2025-04-26,9,Produkt,
2913,17119,2025-09-19,7,Produkt,
2914,6988,2024-02-15,8,Produkt,
2915,18533,2025-12-22,10,Produkt,Smart Meter sehr nützlich
2916,3823,2024-04-15,10,Preis-Leistung,Gutes Preis-Leistungs-Verhältnis
2917,12321,2025-07-06,0,Installation,Unsaubere Arbeit
2918,2753,2025-11-04,2,App & Digital,
2919,18515,2024-05-21,7,Gesamtzufriedenheit,Im Großen und Ganzen okay
2920,12284,2024-05-12,6,Gesamtzufriedenheit,Bin enttäuscht
2921,12567,2025-03-28,10,Installation,Installation top organisiert
2922,18769,2025-02-05,9,Kundenservice,Kompetente Beratung
2923,15306,2024-11-01,8,App & Digital,Design veraltet
2924,4173,2025-05-20,8,Preis-Leistung,Preis ist okay
2925,8878,2025-10-30,7,Kundenservice,Musste mehrfach anrufen
2926,3220,2024-06-05,2,App & Digital,
2927,14111,2024-06-07,6,Kundenservice,Keine Lösung erhalten
2928,11332,2025-01-01,9,Kundenservice,
2929,15989,2025-04-05,10,Kundenservice,Sehr freundliche Mitarbeiter
2930,8621,2024-12-05,8,App & Digital,Funktioniert meistens
2931,12979,2024-07-22,8,Kundenservice,Lange Wartezeit am Telefon
2932,3519,2025-10-14,8,Produkt,
2933,5468,2024-12-28,4,Preis-Leistung,Zu teuer
2934,11913,2025-04-27,1,Gesamtzufriedenheit,Würde nicht erneut wählen
2935,18645,2024-08-16,7,App & Digital,
2936,4516,2025-07-17,6,Preis-Leistung,
2937,8248,2025-06-16,8,Kundenservice,
2938,13629,2025-01-14,5,Kundenservice,Keine Lösung erhalten
2939,18206,2025-09-25,7,Gesamtzufriedenheit,Im Großen und Ganzen okay
2940,14739,2025-08-08,3,Kundenservice,Niemand erreichbar
2941,8624,2025-05-20,10,App & Digital,App funktioniert super
2942,14467,2024-12-24,2,Kundenservice,Unfreundlich am Telefon
2943,10434,2025-01-30,4,Gesamtzufriedenheit,Würde nicht erneut wählen
2944,8352,2025-01-28,5,Gesamtzufriedenheit,Schlechte Erfahrung
2945,9583,2024-07-12,6,Produkt,
2946,3302,2025-05-06,6,Preis-Leistung,
2947,17370,2024-04-14,8,Produkt,Ganz okay
2948,18692,2024-05-24,8,Preis-Leistung,
2949,11015,2024-07-01,10,Kundenservice,
2950,9711,2024-10-20,9,Produkt,Solaranlage läuft einwandfrei
2951,14484,2025-06-07,6,Produkt,Defekt nach kurzer Zeit
2952,2284,2024-12-09,9,Gesamtzufriedenheit,Kann ich nur weiterempfehlen
2953,19409,2024-01-13,7,Gesamtzufriedenheit,
2954,18139,2024-05-19,9,Preis-Leistung,Preis stimmt
2955,2032,2024-09-05,7,Gesamtzufriedenheit,Durchschnittlich
2956,17465,2024-05-01,8,Preis-Leistung,
2957,209,2024-07-28,9,Installation,
2958,17437,2025-11-03,8,Kundenservice,
2959,7895,2024-12-02,6,Produkt,Nicht wie versprochen
2960,1706,2025-02-02,9,Preis-Leistung,
2961,8037,2024-10-03,9,Preis-Leistung,Preis stimmt
2962,9101,2024-09-06,7,Installation,
2963,14161,2025-04-20,8,Installation,
2964,1620,2024-08-04,9,Gesamtzufriedenheit,Sehr zufrieden mit EPOWER
2965,16816,2024-03-13,8,Installation,Kleine Verzögerung
2966,4821,2024-01-05,10,Preis-Leistung,Preis stimmt
2967,13362,2025-04-02,9,Installation,Installation top organisiert
2968,3001,2025-04-14,9,Installation,Installation top organisiert
2969,5766,2025-02-02,9,Gesamtzufriedenheit,Alles bestens
2970,10199,2025-10-05,7,Kundenservice,Musste mehrfach anrufen
2971,1787,2024-03-18,10,Preis-Leistung,Gutes Preis-Leistungs-Verhältnis
2972,4432,2025-06-05,7,Kundenservice,
2973,6803,2025-05-14,10,App & Digital,
2974,9314,2025-08-31,7,Gesamtzufriedenheit,Durchschnittlich
2975,14155,2025-01-08,10,Gesamtzufriedenheit,
2976,17187,2025-08-11,8,Kundenservice,Lange Wartezeit am Telefon
2977,1273,2025-10-15,9,Gesamtzufriedenheit,Top Anbieter
2978,17350,2025-04-15,6,Preis-Leistung,
2979,7180,2024-01-01,9,App & Digital,App funktioniert super
2980,12912,2025-09-14,9,Installation,
2981,13842,2024-03-03,10,Gesamtzufriedenheit,
2982,5459,2025-02-07,7,App & Digital,
2983,6701,2025-11-05,7,Kundenservice,Service war in Ordnung
2984,2752,2024-10-10,8,Preis-Leistung,Preis ist okay
